,0,1,2,3,4,5,6,7,8,9
1011,........(((.....))....(((((((.(((.....((((..((.(((((((......))))))).))...)))).)))))))))).......)....,9,96,1,0.4117647058823529,0.0625,0.375,0,0.4923076923076923,
1012,.........((.....))....(((((((.(((.....((((..((.((.((((......)))).)).))...)))).))))))))))............,-50,-65,0,0.29411764705882354,0.5,0.375,0,0.523076923076923,
1013,.........((.....))....(((((((.(((.....((((..((.(.(((((......))))).).))...)))).))))))))))............,-49,-66,0,0.23529411764705882,0.5,0.375,0,0.6153846153846154,
1014,.........((.....))....(((((((.(((.....((((..((.(((.(((......))).))).))...)))).))))))))))............,-51,-64,0,0.35294117647058826,0.4375,0.375,0,0.8153846153846154,
1015,.........((.....))....(((((((.(((.....(.((..((.(((((((......))))))).))...)).).))))))))))............,-40,-76,0,0.17647058823529413,0.25,0.375,0,0.8615384615384616,
1016,.........((.....))....(((((((.(((.....((((..((.((((.((......)).)))).))...)))).))))))))))............,-52,-63,0,0.4117647058823529,0.4375,0.375,0,0.9076923076923076,
1017,.........((.....))....(((((((.(((.....((.(..((.(((((((......))))))).))...).)).))))))))))............,-41,-75,0,0.11764705882352941,0.25,0.375,0,1.0,
1018,......................(((((((.(((.....((((..((.(((((((......))))))).))...)))).))))))))))............,-11,-17,1,0.11764705882352941,0.0625,0.0625,0,0.0,<-- taken
1019,..........(.....).....(((((((.(((.....((((..((.((((((........)))))).))...)))).))))))))))............,-54,-61,0,0.8823529411764706,0.3125,0.0625,1,0.48000000000000004,
1020,..........(.....).....(((((((.(((.....((((...(.(((((((......))))))).)....)))).))))))))))............,-45,-70,0,0.4117647058823529,0.3125,0.0625,1,0.544,
1021,..........(.....).....(((((((.(((......(((..((.(((((((......))))))).))...)))..))))))))))............,-39,-77,1,0.17647058823529413,0.25,0.0625,1,0.56,
1022,..........(.....).....(((((((.(((.....((((..(..(((((((......)))))))..)...)))).))))))))))............,-46,-69,0,0.47058823529411764,0.3125,0.0625,1,0.6880000000000001,
1023,..........(.....).....(((((((.(((.....(((...((.(((((((......))))))).))....))).))))))))))............,-42,-74,0,0.35294117647058826,0.3125,0.0625,1,0.6960000000000001,
1024,..........(.....).....(((((((.(((.....((((..((..((((((......))))))..))...)))).))))))))))............,-48,-67,0,0.5294117647058824,0.4375,0.0625,1,0.7040000000000001,
1025,..........(.....).....(((((((.(((.....((((..((.(((((.(......).))))).))...)))).))))))))))............,-53,-62,0,0.8235294117647058,0.375,0.0625,0,0.728,
1026,........(.(.....).....(((((((.(((.....((((..((.(((((((......))))))).))...)))).)))))))))).......)....,9,96,0,0.058823529411764705,0.125,0.0625,0,0.736,
1027,..........(.....).....(((((((.(((.....((((..((.((.((((......)))).)).))...)))).))))))))))............,-50,-65,0,0.6470588235294118,0.5,0.0625,0,0.752,
1028,.........((.....).....(((((((.(((.....((((..((.(((((((......))))))).))...)))).))))))))))......).....,10,95,0,0.058823529411764705,0.125,0.0625,0,0.784,
1029,..........(.....).....(((((((.(((.....((((..((.(.(((((......))))).).))...)))).))))))))))............,-49,-66,0,0.5882352941176471,0.5,0.0625,0,0.8,
1030,..........(.....).....(((((((.(((.....((((..((.(((.(((......))).))).))...)))).))))))))))............,-51,-64,0,0.7058823529411765,0.4375,0.0625,0,0.9040000000000001,
1031,..........(.....).....(((((((.(((.....(.((..((.(((((((......))))))).))...)).).))))))))))............,-40,-76,0,0.23529411764705882,0.25,0.0625,0,0.928,
1032,..........(.....).....(((((((.(((.....((((..((.((((.((......)).)))).))...)))).))))))))))............,-52,-63,0,0.7647058823529411,0.4375,0.0625,0,0.9520000000000001,
1033,..........(.....).....(((((((.(((.....((.(..((.(((((((......))))))).))...).)).))))))))))............,-41,-75,0,0.29411764705882354,0.25,0.0625,0,1.0,
1034,......................(((((((.(((.....((((..((.((((((........)))))).))...)))).))))))))))............,-54,-61,0,0.8333333333333334,0.29411764705882354,0.0,1,0.0,
1035,......................(((((((.(((.....((((...(.(((((((......))))))).)....)))).))))))))))............,-45,-70,0,0.3888888888888889,0.29411764705882354,0.0,1,0.12307692307692308,
1036,......................(((((((.(((......(((..((.(((((((......))))))).))...)))..))))))))))............,-39,-77,1,0.16666666666666666,0.23529411764705882,0.0,1,0.15384615384615385,<-- taken
1037,......................(((((((.(((.....((((..(..(((((((......)))))))..)...)))).))))))))))............,-46,-69,0,0.4444444444444444,0.29411764705882354,0.0,1,0.39999999999999997,
1038,......................(((((((.(((.....(((...((.(((((((......))))))).))....))).))))))))))............,-42,-74,0,0.3333333333333333,0.29411764705882354,0.0,1,0.4153846153846154,
1039,......................(((((((.(((.....((((..((..((((((......))))))..))...)))).))))))))))............,-48,-67,0,0.5,0.4117647058823529,0.0,1,0.43076923076923074,
1040,......................(((((((.(((.....((((..((.(((((.(......).))))).))...)))).))))))))))............,-53,-62,0,0.7777777777777778,0.35294117647058826,0.0,0,0.47692307692307695,
1041,......................(((((((.(((.....((((..((.((.((((......)))).)).))...)))).))))))))))............,-50,-65,0,0.6111111111111112,0.47058823529411764,0.0,0,0.523076923076923,
1042,......................(((((((.(((.....((((..((.(.(((((......))))).).))...)))).))))))))))............,-49,-66,0,0.5555555555555556,0.47058823529411764,0.0,0,0.6153846153846154,
1043,........(.............(((((((.(((.....((((..((.(((((((......))))))).))...)))).)))))))))).......)....,9,96,1,0.1111111111111111,0.23529411764705882,0.0,0,0.7692307692307692,
1044,.........(............(((((((.(((.....((((..((.(((((((......))))))).))...)))).))))))))))......).....,10,95,1,0.05555555555555555,0.23529411764705882,0.0,0,0.7692307692307692,
1045,......................(((((((.(((.....((((..((.(((.(((......))).))).))...)))).))))))))))............,-51,-64,0,0.6666666666666666,0.4117647058823529,0.0,0,0.8153846153846154,
1046,......................(((((((.(((.....(.((..((.(((((((......))))))).))...)).).))))))))))............,-40,-76,0,0.2222222222222222,0.23529411764705882,0.0,0,0.8615384615384616,
1047,......................(((((((.(((.....((((..((.((((.((......)).)))).))...)))).))))))))))............,-52,-63,0,0.7222222222222222,0.4117647058823529,0.0,0,0.9076923076923076,
1048,...........(..........(((((((.(((.....((((..((.(((((((......))))))).))...)))).))))))))))....).......,12,93,1,0.1111111111111111,0.23529411764705882,0.0,0,0.9538461538461538,
1049,..........(...........(((((((.(((.....((((..((.(((((((......))))))).))...)))).)))))))))).....)......,11,94,1,0.05555555555555555,0.23529411764705882,0.0,0,1.0,
1050,......................(((((((.(((.....((.(..((.(((((((......))))))).))...).)).))))))))))............,-41,-75,0,0.2777777777777778,0.23529411764705882,0.0,0,1.0,
1051,......................(((((((.(((......(((..((.((((((........)))))).))...)))..))))))))))............,-54,-61,0,0.7058823529411765,0.3125,0.1875,1,0.0,
1052,......................(((((((.(((......(((...(.(((((((......))))))).)....)))..))))))))))............,-45,-70,0,0.23529411764705882,0.3125,0.1875,1,0.12307692307692308,
1053,......................(((((((.(((......(((..(..(((((((......)))))))..)...)))..))))))))))............,-46,-69,0,0.29411764705882354,0.3125,0.1875,1,0.39999999999999997,
1054,......................(((((((.(((......((...((.(((((((......))))))).))....))..))))))))))............,-42,-74,0,0.17647058823529413,0.25,0.1875,1,0.4153846153846154,
1055,......................(((((((.(((......(((..((..((((((......))))))..))...)))..))))))))))............,-48,-67,0,0.35294117647058826,0.4375,0.1875,1,0.43076923076923074,
1056,......................(((((((.(((.......((..((.(((((((......))))))).))...))...))))))))))............,-40,-76,0,0.058823529411764705,0.1875,0.1875,1,0.4461538461538462,
1057,......................(((((((.(((......(((..((.(((((.(......).))))).))...)))..))))))))))............,-53,-62,0,0.6470588235294118,0.375,0.1875,0,0.47692307692307695,
1058,......................(((((((.(((......(((..((.((.((((......)))).)).))...)))..))))))))))............,-50,-65,0,0.47058823529411764,0.5,0.1875,0,0.523076923076923,
1059,......................(((((((.(((......(((..((.(.(((((......))))).).))...)))..))))))))))............,-49,-66,0,0.4117647058823529,0.5,0.1875,0,0.6153846153846154,
1060,........(.............(((((((.(((......(((..((.(((((((......))))))).))...)))..)))))))))).......)....,9,96,1,0.23529411764705882,0.25,0.1875,0,0.7692307692307692,<-- taken
1061,.........(............(((((((.(((......(((..((.(((((((......))))))).))...)))..))))))))))......).....,10,95,1,0.17647058823529413,0.25,0.1875,0,0.7692307692307692,
1062,......................(((((((.(((......(((..((.(((.(((......))).))).))...)))..))))))))))............,-51,-64,0,0.5294117647058824,0.4375,0.1875,0,0.8153846153846154,
1063,......................(((((((.(((......(((..((.((((.((......)).)))).))...)))..))))))))))............,-52,-63,0,0.5882352941176471,0.4375,0.1875,0,0.9076923076923076,
1064,...........(..........(((((((.(((......(((..((.(((((((......))))))).))...)))..))))))))))....).......,12,93,0,0.058823529411764705,0.25,0.1875,0,0.9538461538461538,
1065,..........(...........(((((((.(((......(((..((.(((((((......))))))).))...)))..)))))))))).....)......,11,94,0,0.11764705882352941,0.25,0.1875,0,1.0,
1066,......................(((((((.(((......(.(..((.(((((((......))))))).))...).)..))))))))))............,-41,-75,0,0.11764705882352941,0.1875,0.1875,0,1.0,
1067,........((............(((((((.(((......(((..((.(((((((......))))))).))...)))..))))))))))......))....,10,95,1,0.0625,0.2,0.2,1,0.0,<-- taken
1068,........(.............(((((((.(((......(((..((.((((((........)))))).))...)))..)))))))))).......)....,-54,-61,0,0.9375,0.3333333333333333,0.2,1,0.39252336448598135,
1069,........(.............(((((((.(((......(((...(.(((((((......))))))).)....)))..)))))))))).......)....,-45,-70,0,0.4375,0.3333333333333333,0.2,1,0.4672897196261683,
1070,........(.(...........(((((((.(((......(((..((.(((((((......))))))).))...)))..)))))))))).....).)....,11,94,0,0.125,0.2,0.2,0,0.47663551401869164,
1071,........(..(..........(((((((.(((......(((..((.(((((((......))))))).))...)))..))))))))))....)..)....,12,93,0,0.1875,0.2,0.2,0,0.5233644859813085,
1072,........(.............(((((((.(((......(((..(..(((((((......)))))))..)...)))..)))))))))).......)....,-46,-69,0,0.5,0.3333333333333333,0.2,1,0.6355140186915889,
1073,........(.............(((((((.(((......((...((.(((((((......))))))).))....))..)))))))))).......)....,-42,-74,0,0.375,0.26666666666666666,0.2,1,0.6448598130841122,
1074,........(.............(((((((.(((......(((..((..((((((......))))))..))...)))..)))))))))).......)....,-48,-67,0,0.5625,0.4666666666666667,0.2,1,0.6542056074766356,
1075,........(.............(((((((.(((.......((..((.(((((((......))))))).))...))...)))))))))).......)....,-40,-76,0,0.25,0.2,0.2,1,0.663551401869159,
1076,........(.............(((((((.(((......(((..((.(((((.(......).))))).))...)))..)))))))))).......)....,-53,-62,0,0.875,0.4,0.2,0,0.6822429906542057,
1077,........(.............(((((((.(((......(((..((.((.((((......)))).)).))...)))..)))))))))).......)....,-50,-65,0,0.6875,0.5333333333333333,0.2,0,0.7102803738317758,
1078,........(.............(((((((.(((......(((..((.(.(((((......))))).).))...)))..)))))))))).......)....,-49,-66,0,0.625,0.5333333333333333,0.2,0,0.766355140186916,
1079,........(.............(((((((.(((......(((..((.(((.(((......))).))).))...)))..)))))))))).......)....,-51,-64,0,0.75,0.4666666666666667,0.2,0,0.8878504672897197,
1080,........(.............(((((((.(((......(((..((.((((.((......)).)))).))...)))..)))))))))).......)....,-52,-63,0,0.8125,0.4666666666666667,0.2,0,0.9439252336448599,
1081,........(.............(((((((.(((......(.(..((.(((((((......))))))).))...).)..)))))))))).......)....,-41,-75,0,0.3125,0.2,0.2,0,1.0,
1082,........(((...........(((((((.(((......(((..((.(((((((......))))))).))...)))..)))))))))).....)))....,11,94,1,0.06666666666666667,0.14285714285714285,0.14285714285714285,1,0.0,
1083,........((............(((((((.(((......(((..((.((((((........)))))).))...)))..))))))))))......))....,-54,-61,0,0.9333333333333333,0.35714285714285715,0.14285714285714285,1,0.26136363636363635,
1084,........((............(((((((.(((......(((...(.(((((((......))))))).)....)))..))))))))))......))....,-45,-70,0,0.4,0.35714285714285715,0.14285714285714285,1,0.3522727272727273,
1085,........((.(..........(((((((.(((......(((..((.(((((((......))))))).))...)))..))))))))))....).))....,12,93,1,0.13333333333333333,0.14285714285714285,0.14285714285714285,0,0.375,
1086,........((............(((((((.(((......(((..(..(((((((......)))))))..)...)))..))))))))))......))....,-46,-69,0,0.4666666666666667,0.35714285714285715,0.14285714285714285,1,0.5568181818181819,
1087,........((............(((((((.(((......((...((.(((((((......))))))).))....))..))))))))))......))....,-42,-74,1,0.3333333333333333,0.2857142857142857,0.14285714285714285,1,0.5681818181818181,
1088,........((............(((((((.(((......(((..((..((((((......))))))..))...)))..))))))))))......))....,-48,-67,0,0.5333333333333333,0.5,0.14285714285714285,1,0.5795454545454546,
1089,........((............(((((((.(((.......((..((.(((((((......))))))).))...))...))))))))))......))....,-40,-76,1,0.2,0.21428571428571427,0.14285714285714285,1,0.5909090909090908,<-- taken
1090,........((............(((((((.(((......(((..((.(((((.(......).))))).))...)))..))))))))))......))....,-53,-62,0,0.8666666666666667,0.42857142857142855,0.14285714285714285,0,0.6136363636363636,
1091,........((............(((((((.(((......(((..((.((.((((......)))).)).))...)))..))))))))))......))....,-50,-65,0,0.6666666666666666,0.5714285714285714,0.14285714285714285,0,0.6477272727272727,
1092,........((............(((((((.(((......(((..((.(.(((((......))))).).))...)))..))))))))))......))....,-49,-66,0,0.6,0.5714285714285714,0.14285714285714285,0,0.7159090909090908,
1093,........((............(((((((.(((......(((..((.(((.(((......))).))).))...)))..))))))))))......))....,-51,-64,0,0.7333333333333333,0.5,0.14285714285714285,0,0.8636363636363635,
1094,........((............(((((((.(((......(((..((.((((.((......)).)))).))...)))..))))))))))......))....,-52,-63,0,0.8,0.5,0.14285714285714285,0,0.9318181818181819,
1095,........((............(((((((.(((......(.(..((.(((((((......))))))).))...).)..))))))))))......))....,-41,-75,0,0.26666666666666666,0.21428571428571427,0.14285714285714285,0,1.0,
1096,........(((...........(((((((.(((.......((..((.(((((((......))))))).))...))...)))))))))).....)))....,11,94,1,0.14285714285714285,0.15384615384615385,0.15384615384615385,1,0.0,<-- taken
1097,........((............(((((((.(((.......((..((.((((((........)))))).))...))...))))))))))......))....,-54,-61,0,0.7857142857142857,0.38461538461538464,0.15384615384615385,1,0.2804878048780488,
1098,........((............(((((((.(((.......((...(.(((((((......))))))).)....))...))))))))))......))....,-45,-70,0,0.21428571428571427,0.38461538461538464,0.15384615384615385,1,0.3780487804878049,
1099,........((.(..........(((((((.(((.......((..((.(((((((......))))))).))...))...))))))))))....).))....,12,93,0,0.07142857142857142,0.15384615384615385,0.15384615384615385,0,0.4024390243902439,
1100,........((............(((((((.(((.......((..(..(((((((......)))))))..)...))...))))))))))......))....,-46,-69,0,0.2857142857142857,0.38461538461538464,0.15384615384615385,1,0.5975609756097562,
1101,........((............(((((((.(((.......(...((.(((((((......))))))).))....)...))))))))))......))....,-42,-74,0,0.14285714285714285,0.23076923076923078,0.15384615384615385,1,0.6097560975609756,
1102,........((............(((((((.(((........(..((.(((((((......))))))).))...)....))))))))))......))....,-41,-75,0,0.07142857142857142,0.15384615384615385,0.15384615384615385,1,0.6219512195121951,
1103,........((............(((((((.(((.......((..((..((((((......))))))..))...))...))))))))))......))....,-48,-67,0,0.35714285714285715,0.5384615384615384,0.15384615384615385,1,0.6219512195121951,
1104,........((............(((((((.(((.......((..((.(((((.(......).))))).))...))...))))))))))......))....,-53,-62,0,0.7142857142857143,0.46153846153846156,0.15384615384615385,0,0.6585365853658537,
1105,........((............(((((((.(((.......((..((.((.((((......)))).)).))...))...))))))))))......))....,-50,-65,0,0.5,0.6153846153846154,0.15384615384615385,0,0.6951219512195121,
1106,........((............(((((((.(((.......((..((.(.(((((......))))).).))...))...))))))))))......))....,-49,-66,0,0.42857142857142855,0.6153846153846154,0.15384615384615385,0,0.7682926829268293,
1107,........((............(((((((.(((.......((..((.(((.(((......))).))).))...))...))))))))))......))....,-51,-64,0,0.5714285714285714,0.5384615384615384,0.15384615384615385,0,0.9268292682926829,
1108,........((............(((((((.(((.......((..((.((((.((......)).)))).))...))...))))))))))......))....,-52,-63,0,0.6428571428571429,0.5384615384615384,0.15384615384615385,0,1.0,
1109,........((((..........(((((((.(((.......((..((.(((((((......))))))).))...))...))))))))))....))))....,12,93,1,0.07692307692307693,0.08333333333333333,0.08333333333333333,1,0.0,<-- taken
1110,........(((...........(((((((.(((.......((..((.((((((........)))))).))...))...)))))))))).....)))....,-54,-61,0,0.9230769230769231,0.4166666666666667,0.08333333333333333,1,0.2625,
1111,........(((...........(((((((.(((.......((...(.(((((((......))))))).)....))...)))))))))).....)))....,-45,-70,0,0.3076923076923077,0.4166666666666667,0.08333333333333333,1,0.36250000000000004,
1112,........(((...........(((((((.(((.......((..(..(((((((......)))))))..)...))...)))))))))).....)))....,-46,-69,0,0.38461538461538464,0.4166666666666667,0.08333333333333333,1,0.5875,
1113,........(((...........(((((((.(((.......(...((.(((((((......))))))).))....)...)))))))))).....)))....,-42,-74,0,0.23076923076923078,0.25,0.08333333333333333,1,0.6,
1114,........(((...........(((((((.(((........(..((.(((((((......))))))).))...)....)))))))))).....)))....,-41,-75,0,0.15384615384615385,0.16666666666666666,0.08333333333333333,1,0.6125,
1115,........(((...........(((((((.(((.......((..((..((((((......))))))..))...))...)))))))))).....)))....,-48,-67,0,0.46153846153846156,0.5833333333333334,0.08333333333333333,1,0.6125,
1116,........(((...........(((((((.(((.......((..((.(((((.(......).))))).))...))...)))))))))).....)))....,-53,-62,0,0.8461538461538461,0.5,0.08333333333333333,0,0.65,
1117,........(((...........(((((((.(((.......((..((.((.((((......)))).)).))...))...)))))))))).....)))....,-50,-65,0,0.6153846153846154,0.6666666666666666,0.08333333333333333,0,0.6875,
1118,........(((...........(((((((.(((.......((..((.(.(((((......))))).).))...))...)))))))))).....)))....,-49,-66,0,0.5384615384615384,0.6666666666666666,0.08333333333333333,0,0.7625000000000001,
1119,........(((...........(((((((.(((.......((..((.(((.(((......))).))).))...))...)))))))))).....)))....,-51,-64,0,0.6923076923076923,0.5833333333333334,0.08333333333333333,0,0.925,
1120,........(((...........(((((((.(((.......((..((.((((.((......)).)))).))...))...)))))))))).....)))....,-52,-63,0,0.7692307692307693,0.5833333333333334,0.08333333333333333,0,1.0,
1121,........((((..........(((((((.(((.......((..((.((((((........)))))).))...))...))))))))))....))))....,-54,-61,0,0.9166666666666666,0.45454545454545453,0.0,1,0.0,
1122,........((((..........(((((((.(((.......((...(.(((((((......))))))).)....))...))))))))))....))))....,-45,-70,0,0.25,0.45454545454545453,0.0,1,0.13559322033898302,
1123,........((((..........(((((((.(((.......((..(..(((((((......)))))))..)...))...))))))))))....))))....,-46,-69,0,0.3333333333333333,0.45454545454545453,0.0,1,0.44067796610169485,
1124,........((((..........(((((((.(((.......(...((.(((((((......))))))).))....)...))))))))))....))))....,-42,-74,1,0.16666666666666666,0.2727272727272727,0.0,1,0.4576271186440678,<-- taken
1125,........((((..........(((((((.(((........(..((.(((((((......))))))).))...)....))))))))))....))))....,-41,-75,0,0.08333333333333333,0.18181818181818182,0.0,1,0.47457627118644063,
1126,........((((..........(((((((.(((.......((..((..((((((......))))))..))...))...))))))))))....))))....,-48,-67,0,0.4166666666666667,0.6363636363636364,0.0,1,0.47457627118644063,
1127,........((((..........(((((((.(((.......((..((.(((((.(......).))))).))...))...))))))))))....))))....,-53,-62,0,0.8333333333333334,0.5454545454545454,0.0,0,0.5254237288135593,
1128,........((((..........(((((((.(((.......((..((.((.((((......)))).)).))...))...))))))))))....))))....,-50,-65,0,0.5833333333333334,0.7272727272727273,0.0,0,0.5762711864406779,
1129,........((((..........(((((((.(((.......((..((.(.(((((......))))).).))...))...))))))))))....))))....,-49,-66,0,0.5,0.7272727272727273,0.0,0,0.6779661016949152,
1130,........((((..........(((((((.(((.......((..((.(((.(((......))).))).))...))...))))))))))....))))....,-51,-64,0,0.6666666666666666,0.6363636363636364,0.0,0,0.8983050847457626,
1131,........((((..........(((((((.(((.......((..((.((((.((......)).)))).))...))...))))))))))....))))....,-52,-63,0,0.75,0.6363636363636364,0.0,0,0.9999999999999999,
1132,........((((..........(((((((.(((...........((.(((((((......))))))).))........))))))))))....))))....,-41,-75,1,0.09090909090909091,0.1,0.2,0,0.0,<-- taken
1133,........((((..........(((((((.(((.......(...((.((((((........)))))).))....)...))))))))))....))))....,-54,-61,0,0.8181818181818182,0.5,0.2,1,0.358695652173913,
1134,........((((..........(((((((.(((.......(....(.(((((((......))))))).).....)...))))))))))....))))....,-45,-70,0,0.09090909090909091,0.4,0.2,1,0.46739130434782605,
1135,........((((..........(((((((.(((.......(...(..(((((((......)))))))..)....)...))))))))))....))))....,-46,-69,0,0.18181818181818182,0.5,0.2,1,0.6413043478260869,
1136,........((((..........(((((((.(((.......(...((..((((((......))))))..))....)...))))))))))....))))....,-48,-67,0,0.2727272727272727,0.7,0.2,1,0.6630434782608696,
1137,........((((..........(((((((.(((.......(...((.(((((.(......).))))).))....)...))))))))))....))))....,-53,-62,0,0.7272727272727273,0.6,0.2,0,0.6956521739130435,
1138,........((((..........(((((((.(((.......(...((.((.((((......)))).)).))....)...))))))))))....))))....,-50,-65,0,0.45454545454545453,0.8,0.2,0,0.7282608695652173,
1139,........((((..........(((((((.(((.......(...((.(.(((((......))))).).))....)...))))))))))....))))....,-49,-66,0,0.36363636363636365,0.8,0.2,0,0.7934782608695652,
1140,........((((..........(((((((.(((.......(...((.(((.(((......))).))).))....)...))))))))))....))))....,-51,-64,0,0.5454545454545454,0.7,0.2,0,0.9347826086956521,
1141,........((((..........(((((((.(((.......(...((.((((.((......)).)))).))....)...))))))))))....))))....,-52,-63,0,0.6363636363636364,0.7,0.2,0,1.0,
1142,........((((..........(((((((.(((...........((.((((((........)))))).))........))))))))))....))))....,-54,-61,1,0.6428571428571429,0.38461538461538464,0.3076923076923077,1,0.0,
1143,........((((..........(((((((.(((...(.......((.(((((((......))))))).))....)...))))))))))....))))....,37,75,1,0.2857142857142857,0.3076923076923077,0.3076923076923077,0,0.11864406779661017,
1144,........((((..........(((((((.(((.....(.....((.(((((((......))))))).))..).....))))))))))....))))....,39,73,1,0.14285714285714285,0.3076923076923077,0.3076923076923077,0,0.11864406779661017,<-- taken
1145,........((((..........(((((((.(((....(......((.(((((((......))))))).))...)....))))))))))....))))....,38,74,1,0.21428571428571427,0.3076923076923077,0.3076923076923077,0,0.13559322033898302,
1146,........((((..........(((((((.(((......(....((.(((((((......))))))).)).)......))))))))))....))))....,40,72,1,0.07142857142857142,0.3076923076923077,0.3076923076923077,0,0.13559322033898302,
1147,........((((..........(((((((.(((............(.(((((((......))))))).).........))))))))))....))))....,-45,-70,0,0.07142857142857142,0.3076923076923077,0.3076923076923077,1,0.13559322033898302,
1148,........((((..........(((((((.(((...........(..(((((((......)))))))..)........))))))))))....))))....,-46,-69,0,0.14285714285714285,0.38461538461538464,0.3076923076923077,1,0.44067796610169485,
1149,........((((..........(((((((.(((...........((..((((((......))))))..))........))))))))))....))))....,-48,-67,0,0.21428571428571427,0.5384615384615384,0.3076923076923077,1,0.47457627118644063,
1150,........((((..........(((((((.(((...........((.(((((.(......).))))).))........))))))))))....))))....,-53,-62,0,0.5714285714285714,0.46153846153846156,0.3076923076923077,0,0.5254237288135593,
1151,........((((..........(((((((.(((...........((.((.((((......)))).)).))........))))))))))....))))....,-50,-65,0,0.35714285714285715,0.6153846153846154,0.3076923076923077,0,0.5762711864406779,
1152,........((((..........(((((((.(((...........((.(.(((((......))))).).))........))))))))))....))))....,-49,-66,0,0.2857142857142857,0.6153846153846154,0.3076923076923077,0,0.6779661016949152,
1153,........((((..........(((((((.(((...........((.(((.(((......))).))).))........))))))))))....))))....,-51,-64,0,0.42857142857142855,0.5384615384615384,0.3076923076923077,0,0.8983050847457626,
1154,........((((..........(((((((.(((...........((.((((.((......)).)))).))........))))))))))....))))....,-52,-63,0,0.5,0.5384615384615384,0.3076923076923077,0,0.9999999999999999,
1155,........((((..........(((((((.(((....((.....((.(((((((......))))))).))..))....))))))))))....))))....,38,74,1,0.07692307692307693,0.25,0.25,1,0.0,<-- taken
1156,........((((..........(((((((.(((.....((....((.(((((((......))))))).)).)).....))))))))))....))))....,40,72,1,0.07692307692307693,0.25,0.25,1,0.09900990099009904,
1157,........((((..........(((((((.(((...(.(.....((.(((((((......))))))).))..).)...))))))))))....))))....,37,75,1,0.15384615384615385,0.25,0.25,0,0.34653465346534656,
1158,........((((..........(((((((.(((.....(.....((.((((((........)))))).))..).....))))))))))....))))....,-54,-61,1,0.7692307692307693,0.4166666666666667,0.25,1,0.4158415841584159,
1159,........((((..........(((((((.(((.....(......(.(((((((......))))))).)...).....))))))))))....))))....,-45,-70,0,0.15384615384615385,0.3333333333333333,0.25,1,0.5148514851485149,
1160,........((((..........(((((((.(((.....(.....(..(((((((......)))))))..)..).....))))))))))....))))....,-46,-69,0,0.23076923076923078,0.4166666666666667,0.25,1,0.6732673267326733,
1161,........((((..........(((((((.(((.....(.....((..((((((......))))))..))..).....))))))))))....))))....,-48,-67,0,0.3076923076923077,0.5833333333333334,0.25,1,0.6930693069306931,
1162,........((((..........(((((((.(((.....(.....((.(((((.(......).))))).))..).....))))))))))....))))....,-53,-62,0,0.6923076923076923,0.5,0.25,0,0.7227722772277227,
1163,........((((..........(((((((.(((.....(.....((.((.((((......)))).)).))..).....))))))))))....))))....,-50,-65,0,0.46153846153846156,0.6666666666666666,0.25,0,0.7524752475247525,
1164,........((((..........(((((((.(((.....(.....((.(.(((((......))))).).))..).....))))))))))....))))....,-49,-66,0,0.38461538461538464,0.6666666666666666,0.25,0,0.8118811881188119,
1165,........((((..........(((((((.(((.....(.....((.(((.(((......))).))).))..).....))))))))))....))))....,-51,-64,0,0.5384615384615384,0.5833333333333334,0.25,0,0.9405940594059405,
1166,........((((..........(((((((.(((.....(.....((.((((.((......)).)))).))..).....))))))))))....))))....,-52,-63,0,0.6153846153846154,0.5833333333333334,0.25,0,1.0,
1167,........((((..........(((((((.(((...(((.....((.(((((((......))))))).))..)))...))))))))))....))))....,37,75,1,0.08333333333333333,0.18181818181818182,0.18181818181818182,1,0.0,<-- taken
1168,........((((..........(((((((.(((....(((....((.(((((((......))))))).)).)))....))))))))))....))))....,40,72,1,0.08333333333333333,0.18181818181818182,0.18181818181818182,1,0.10784313725490194,
1169,........((((..........(((((((.(((....((.....((.((((((........)))))).))..))....))))))))))....))))....,-54,-61,1,0.8333333333333334,0.45454545454545453,0.18181818181818182,1,0.42156862745098034,
1170,........((((..........(((((((.(((....((......(.(((((((......))))))).)...))....))))))))))....))))....,-45,-70,1,0.16666666666666666,0.36363636363636365,0.18181818181818182,1,0.5196078431372548,
1171,........((((..........(((((((.(((....((.....(..(((((((......)))))))..)..))....))))))))))....))))....,-46,-69,1,0.25,0.45454545454545453,0.18181818181818182,1,0.6764705882352942,
1172,........((((..........(((((((.(((....((.....((..((((((......))))))..))..))....))))))))))....))))....,-48,-67,1,0.3333333333333333,0.6363636363636364,0.18181818181818182,1,0.696078431372549,
1173,........((((..........(((((((.(((....((.....((.(((((.(......).))))).))..))....))))))))))....))))....,-53,-62,1,0.75,0.5454545454545454,0.18181818181818182,0,0.7254901960784313,
1174,........((((..........(((((((.(((....((.....((.((.((((......)))).)).))..))....))))))))))....))))....,-50,-65,1,0.5,0.7272727272727273,0.18181818181818182,0,0.7549019607843137,
1175,........((((..........(((((((.(((....((.....((.(.(((((......))))).).))..))....))))))))))....))))....,-49,-66,1,0.4166666666666667,0.7272727272727273,0.18181818181818182,0,0.8137254901960784,
1176,........((((..........(((((((.(((....((.....((.(((.(((......))).))).))..))....))))))))))....))))....,-51,-64,0,0.5833333333333334,0.6363636363636364,0.18181818181818182,0,0.9411764705882353,
1177,........((((..........(((((((.(((....((.....((.((((.((......)).)))).))..))....))))))))))....))))....,-52,-63,0,0.6666666666666666,0.6363636363636364,0.18181818181818182,0,1.0,
